flat_id,row_i,q_i,gold,is_mc,question_type,target_predicate_guess,target_score,answer_explanation_mismatch,has_direct_fol_conflict,grammar_flags,expected_verifier_rules,question
generated_v4style_300_130_1,130,1,Unknown,False,universal,MeetsGraduationRequirement,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every student meets the graduation requirement."
generated_v4style_300_131_0,131,0,B,True,mc,DesignsStudy,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one researcher reads the literature.
B. No researcher reads the literature.
C. Every researcher designs a study.
D. At least one researcher designs a study."
generated_v4style_300_131_1,131,1,Unknown,False,universal,CollectsData,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every researcher collects data."
generated_v4style_300_132_0,132,0,No,False,existential,CompletesOnboarding,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one employee onboarding program?
generated_v4style_300_132_1,132,1,Yes,False,universal,LeadsProject,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all employees leads a project?
generated_v4style_300_133_0,133,0,A,True,mc,AchievesHighGPA,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student achieves a high GPA.
B. No student achieves a high GPA.
C. Only some students achieves a high GPA.
D. The premises do not support any conclusion about achievesing."
generated_v4style_300_133_1,133,1,Yes,False,universal,SubmitsAllAssignments,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student submits all assignments."
generated_v4style_300_134_0,134,0,Unknown,False,universal,ReadsLiterature,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers literature?
generated_v4style_300_134_1,134,1,Unknown,False,universal,DesignsStudy,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers designs a study?
generated_v4style_300_135_0,135,0,C,True,mc,CompletesLabWork,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student completes the lab work.
B. At least one student submits the lab report.
C. No student completes the lab work.
D. Some students passes the lab component."
generated_v4style_300_135_1,135,1,No,False,existential,SubmitsLabReport,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student submits the lab report."
generated_v4style_300_136_0,136,0,Yes,False,universal,AssistsWithActivities,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers assists with activities?
generated_v4style_300_136_1,136,1,No,False,existential,LogsServiceHours,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one volunteer logs service hours?
generated_v4style_300_137_0,137,0,C,True,mc,AssistsWithActivities,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every volunteer signs up for the event.
B. At least one volunteer attends the training session.
C. No volunteer signs up for the event.
D. Some volunteers assists with activities."
generated_v4style_300_137_1,137,1,No,False,existential,AttendsTrainingSession,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one volunteer attends the training session."
generated_v4style_300_138_0,138,0,Yes,False,universal,ClearsInterview,0.5,False,True,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all candidates interview?
generated_v4style_300_138_1,138,1,No,False,existential,ReceivesOffer,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one candidate receives an offer?
generated_v4style_300_139_0,139,0,Yes,False,universal,SolvesProblems,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students problems?
generated_v4style_300_139_1,139,1,Unknown,False,universal,ReceivesHonors,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students receives honors?
generated_v4style_300_140_0,140,0,D,True,mc,SubmitsLabReport,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No student submits the lab report.
B. Every student submits the lab report.
C. At least one student submits the lab report.
D. It cannot be determined whether any student submits the lab report."
generated_v4style_300_140_1,140,1,Unknown,False,universal_negative,SubmitsLabReport,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No student submits the lab report."
generated_v4style_300_141_0,141,0,B,True,mc,CatalogsNewBooks,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one librarian catalogs new books.
B. No librarian catalogs new books.
C. Every librarian notifies patrons.
D. At least one librarian notifies patrons."
generated_v4style_300_141_1,141,1,Unknown,False,universal,ProcessesReservations,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every librarian processes reservations."
generated_v4style_300_142_0,142,0,C,True,mc,AttendsAllLectures,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student enrolls in the course.
B. At least one student attends all lectures.
C. No student enrolls in the course.
D. Some students submits all assignments."
generated_v4style_300_142_1,142,1,No,False,existential,AttendsAllLectures,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one student attends all lectures."
generated_v4style_300_143_0,143,0,No,False,existential,CompletesCoursework,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student coursework?
generated_v4style_300_143_1,143,1,Yes,False,universal,GraduatesUniversity,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students university?
generated_v4style_300_144_0,144,0,Yes,False,universal,ReceivesFullBenefits,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives full benefits?
generated_v4style_300_144_1,144,1,Unknown,False,universal,LeadsProject,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees leads a project?
generated_v4style_300_145_0,145,0,D,True,mc,AttendsAllLectures,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No student attends all lectures.
B. Every student attends all lectures.
C. At least one student attends all lectures.
D. It cannot be determined whether any student attends all lectures."
generated_v4style_300_145_1,145,1,Unknown,False,universal,AttendsAllLectures,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No student attends all lectures."
generated_v4style_300_146_0,146,0,B,True,mc,AttendsSeminar,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one trainee attends the seminar.
B. No trainee attends the seminar.
C. Every trainee submits a portfolio.
D. At least one trainee submits a portfolio."
generated_v4style_300_146_1,146,1,Unknown,False,universal,EarnsCertificate,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every trainee earns a certificate."
generated_v4style_300_147_0,147,0,A,True,mc,SubmitsGradeReport,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every teacher submits the grade report.
B. No teacher submits the grade report.
C. Only some teachers submits the grade report.
D. The premises do not support any conclusion about submitsing."
generated_v4style_300_147_1,147,1,Yes,False,universal,GradesAssignments,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every teacher grades the assignments."
generated_v4style_300_148_0,148,0,B,True,mc,BuildsModel,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one analyst gathers the requirements.
B. No analyst gathers the requirements.
C. Every analyst builds a model.
D. At least one analyst builds a model."
generated_v4style_300_148_1,148,1,Unknown,False,universal,ValidatesResults,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every analyst validates the results."
generated_v4style_300_149_0,149,0,Yes,False,universal,ReceivesClearance,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives security clearance?
generated_v4style_300_149_1,149,1,No,False,existential,AccessesSensitiveData,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one employee accesses sensitive data?
generated_v4style_300_150_0,150,0,B,True,mc,ConductsExperiment,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one researcher writes a research proposal.
B. No researcher writes a research proposal.
C. Every researcher conducts experiments.
D. At least one researcher conducts experiments."
generated_v4style_300_150_1,150,1,Unknown,False,universal,AnalyzesData,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every researcher analyzes the data."
generated_v4style_300_151_0,151,0,Yes,False,universal,ProvidesFeedback,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all mentors provides feedback?
generated_v4style_300_151_1,151,1,Unknown,False,universal,TracksProgress,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all mentors tracks progress?
generated_v4style_300_152_0,152,0,A,True,mc,PerformsWellOnExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every student performs well on the exam.
B. No student performs well on the exam.
C. Only some students performs well on the exam.
D. The premises do not support any conclusion about performsing."
generated_v4style_300_152_1,152,1,Yes,False,universal,SolvesProblems,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student solves the problems."
generated_v4style_300_153_0,153,0,Yes,False,universal,ClearsInterview,0.5,False,True,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all candidates interview?
generated_v4style_300_153_1,153,1,No,False,existential,ReceivesOffer,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one candidate receives an offer?
generated_v4style_300_154_0,154,0,D,True,mc,CompletesOrientation,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No participant completes the orientation.
B. Every participant completes the orientation.
C. At least one participant completes the orientation.
D. It cannot be determined whether any participant completes the orientation."
generated_v4style_300_154_1,154,1,Unknown,False,universal_negative,CompletesOrientation,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No participant completes the orientation."
generated_v4style_300_155_0,155,0,Unknown,False,universal,CompletesOnboarding,0.5,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees onboarding program?
generated_v4style_300_155_1,155,1,Unknown,False,universal,ReceivesFullBenefits,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees receives full benefits?
generated_v4style_300_156_0,156,0,D,True,mc,ReviewsMenteeWork,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No mentor reviews the mentee's work.
B. Every mentor reviews the mentee's work.
C. At least one mentor reviews the mentee's work.
D. It cannot be determined whether any mentor reviews the mentee's work."
generated_v4style_300_156_1,156,1,Unknown,False,universal_negative,ReviewsMenteeWork,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No mentor reviews the mentee's work."
generated_v4style_300_157_0,157,0,B,True,mc,ProvidesFeedback,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every mentor schedules a session.
B. It cannot be determined whether every mentor schedules a session.
C. No mentor schedules a session.
D. Every mentor who provides feedback must schedules."
generated_v4style_300_157_1,157,1,Unknown,False,other_ynu,ProvidesFeedback,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a mentor provides feedback, then the mentor schedules a session."
generated_v4style_300_158_0,158,0,B,True,mc,BuildsModel,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every analyst gathers the requirements.
B. It cannot be determined whether every analyst gathers the requirements.
C. No analyst gathers the requirements.
D. Every analyst who builds a model must gathers."
generated_v4style_300_158_1,158,1,Unknown,False,other_ynu,BuildsModel,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If an analyst builds a model, then the analyst gathers the requirements."
generated_v4style_300_159_0,159,0,Yes,False,universal,FinishesAllModules,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all participants finishes all modules?
generated_v4style_300_159_1,159,1,No,False,existential,PassesCertificationExam,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one participant certification exam?
generated_v4style_300_160_0,160,0,B,True,mc,CompletesOnboarding,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every employee completes the onboarding program.
B. It cannot be determined whether every employee completes the onboarding program.
C. No employee completes the onboarding program.
D. Every employee who receives full benefits must completes."
generated_v4style_300_160_1,160,1,Unknown,False,other_ynu,CompletesOnboarding,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If an employee receives full benefits, then the employee completes the onboarding program."
generated_v4style_300_161_0,161,0,D,True,mc,ParticipatesInDiscussion,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No student participates in discussion.
B. Every student participates in discussion.
C. At least one student participates in discussion.
D. It cannot be determined whether any student participates in discussion."
generated_v4style_300_161_1,161,1,Unknown,False,universal_negative,ParticipatesInDiscussion,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No student participates in discussion."
generated_v4style_300_162_0,162,0,No,False,existential,JoinsTeam,0.5,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one intern team?
generated_v4style_300_162_1,162,1,Yes,False,universal,GetsReturnOffer,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all interns gets a return offer?
generated_v4style_300_163_0,163,0,Yes,False,universal,AssistsWithActivities,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers assists with activities?
generated_v4style_300_163_1,163,1,Unknown,False,universal,ReceivesCommunityAward,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all volunteers receives a community award?
generated_v4style_300_164_0,164,0,B,True,mc,ConductsExperiment,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every researcher writes a research proposal.
B. It cannot be determined whether every researcher writes a research proposal.
C. No researcher writes a research proposal.
D. Every researcher who conducts experiments must writes."
generated_v4style_300_164_1,164,1,Unknown,False,other_ynu,ConductsExperiment,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a researcher conducts experiments, then the researcher writes a research proposal."
generated_v4style_300_165_0,165,0,No,False,existential,SignsUpForEvent,0.25,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one volunteer event?
generated_v4style_300_165_1,165,1,Yes,False,universal,ReceivesCommunityAward,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all volunteers receives a community award?
generated_v4style_300_166_0,166,0,Yes,False,universal,ConductsExperiment,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all researchers conducts experiments?
generated_v4style_300_166_1,166,1,No,False,existential,AnalyzesData,0.5,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one researcher data?
generated_v4style_300_167_0,167,0,D,True,mc,PassesWrittenTest,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No candidate passes the written test.
B. Every candidate passes the written test.
C. At least one candidate passes the written test.
D. It cannot be determined whether any candidate passes the written test."
generated_v4style_300_167_1,167,1,Unknown,False,universal_negative,PassesWrittenTest,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No candidate passes the written test."
generated_v4style_300_168_0,168,0,Yes,False,universal,ReviewsMistakes,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students reviews mistakes?
generated_v4style_300_168_1,168,1,No,False,existential,ImprovesTechnique,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one student improves technique?
generated_v4style_300_169_0,169,0,A,True,mc,ReceivesOffer,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every candidate receives an offer.
B. No candidate receives an offer.
C. Only some candidates receives an offer.
D. The premises do not support any conclusion about receivesing."
generated_v4style_300_169_1,169,1,Yes,False,universal,ClearsInterview,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every candidate clears the interview."
generated_v4style_300_170_0,170,0,A,True,mc,EarnsCertificate,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every trainee earns a certificate.
B. No trainee earns a certificate.
C. Only some trainees earns a certificate.
D. The premises do not support any conclusion about earnsing."
generated_v4style_300_170_1,170,1,Yes,False,universal,SubmitsPortfolio,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every trainee submits a portfolio."
generated_v4style_300_171_0,171,0,Yes,False,universal,GradesAssignments,0.5,False,True,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all teachers assignments?
generated_v4style_300_171_1,171,1,No,False,existential,SubmitsGradeReport,0.6666666666666666,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one teacher grade report?
generated_v4style_300_172_0,172,0,A,True,mc,EligibleForPromotion,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every employee is eligible for promotion.
B. No employee is eligible for promotion.
C. Only some employees is eligible for promotion.
D. The premises do not support any conclusion about ising."
generated_v4style_300_172_1,172,1,Yes,False,universal,ReceivesFullBenefits,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every employee receives full benefits."
generated_v4style_300_173_0,173,0,Yes,False,universal,SolvesProblems,0.5,False,True,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all students problems?
generated_v4style_300_173_1,173,1,No,False,existential,PerformsWellOnExam,0.5,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student exam?
generated_v4style_300_174_0,174,0,D,True,mc,CompletesWorkshop,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No trainee completes the workshop.
B. Every trainee completes the workshop.
C. At least one trainee completes the workshop.
D. It cannot be determined whether any trainee completes the workshop."
generated_v4style_300_174_1,174,1,Unknown,False,universal_negative,CompletesWorkshop,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No trainee completes the workshop."
generated_v4style_300_175_0,175,0,Yes,False,universal,ConductsExperiment,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all researchers conducts experiments?
generated_v4style_300_175_1,175,1,Unknown,False,universal,PresentsAtConference,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all researchers presents at a conference?
generated_v4style_300_176_0,176,0,B,True,mc,AssistsWithActivities,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. At least one volunteer signs up for the event.
B. No volunteer signs up for the event.
C. Every volunteer assists with activities.
D. At least one volunteer assists with activities."
generated_v4style_300_176_1,176,1,Unknown,False,universal,LogsServiceHours,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? Every volunteer logs service hours."
generated_v4style_300_177_0,177,0,A,True,mc,PassesCertificationExam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every participant passes the certification exam.
B. No participant passes the certification exam.
C. Only some participants passes the certification exam.
D. The premises do not support any conclusion about passesing."
generated_v4style_300_177_1,177,1,Yes,False,universal,FinishesAllModules,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every participant finishes all modules."
generated_v4style_300_178_0,178,0,Yes,False,universal,NotifiesPatrons,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all librarians notifies patrons?
generated_v4style_300_178_1,178,1,No,False,existential,ProcessesReservations,1.0,False,True,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one librarian processes reservations?
generated_v4style_300_179_0,179,0,C,True,mc,AttendsComplianceTraining,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every employee attends compliance training.
B. At least one employee passes the compliance quiz.
C. No employee attends compliance training.
D. Some employees receives security clearance."
generated_v4style_300_179_1,179,1,No,False,existential,PassesComplianceQuiz,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one employee passes the compliance quiz."
generated_v4style_300_180_0,180,0,Unknown,False,universal,PreparesCurriculum,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all teachers curriculum?
generated_v4style_300_180_1,180,1,Unknown,False,universal,GradesAssignments,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all teachers assignments?
generated_v4style_300_181_0,181,0,D,True,mc,DeliversLectures,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No teacher delivers the lectures.
B. Every teacher delivers the lectures.
C. At least one teacher delivers the lectures.
D. It cannot be determined whether any teacher delivers the lectures."
generated_v4style_300_181_1,181,1,Unknown,False,universal_negative,DeliversLectures,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No teacher delivers the lectures."
generated_v4style_300_182_0,182,0,Unknown,False,universal,CompletesCoursework,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students coursework?
generated_v4style_300_182_1,182,1,Unknown,False,universal,EarnsCredit,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all students earns course credit?
generated_v4style_300_183_0,183,0,No,False,existential,RegistersForProgram,0.3333333333333333,False,False,,E1_FORALL_NEG_NOT_EXISTS,Does at least one participant program?
generated_v4style_300_183_1,183,1,Yes,False,universal,ObtainsProfessionalLicense,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all participants obtains a professional license?
generated_v4style_300_184_0,184,0,Yes,False,universal,ConductsExperiment,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all researchers conducts experiments?
generated_v4style_300_184_1,184,1,No,False,existential,AnalyzesData,0.5,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one researcher data?
generated_v4style_300_185_0,185,0,Unknown,False,universal,AttendsSeminar,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all trainees seminar?
generated_v4style_300_185_1,185,1,Unknown,False,universal,SubmitsPortfolio,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all trainees submits a portfolio?
generated_v4style_300_186_0,186,0,D,True,mc,UnderstandsConcepts,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. No student understands the concepts.
B. Every student understands the concepts.
C. At least one student understands the concepts.
D. It cannot be determined whether any student understands the concepts."
generated_v4style_300_186_1,186,1,Unknown,False,universal_negative,UnderstandsConcepts,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? No student understands the concepts."
generated_v4style_300_187_0,187,0,Yes,False,universal,EarnsCredit,1.0,False,True,,UNIVERSAL_FORWARD_CHAIN,Do all students earns course credit?
generated_v4style_300_187_1,187,1,No,False,existential,QualifiesForDegree,0.3333333333333333,False,True,,E1_FORALL_NEG_NOT_EXISTS,Does at least one student degree?
generated_v4style_300_188_0,188,0,A,True,mc,SolvesProblems,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one student solves the problems.
B. Every student solves the problems.
C. No student solves the problems.
D. At least one student studies regularly, but nothing about solves the problems."
generated_v4style_300_188_1,188,1,Yes,False,universal,ReceivesHonors,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every student receives honors."
generated_v4style_300_189_0,189,0,B,True,mc,ConductsExperiment,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement is correct?
A. Every researcher writes a research proposal.
B. It cannot be determined whether every researcher writes a research proposal.
C. No researcher writes a research proposal.
D. Every researcher who conducts experiments must writes."
generated_v4style_300_189_1,189,1,Unknown,False,other_ynu,ConductsExperiment,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,"According to the premises, is the following statement true? If a researcher conducts experiments, then the researcher writes a research proposal."
generated_v4style_300_190_0,190,0,A,True,mc,AssistsWithActivities,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one volunteer assists with activities.
B. Every volunteer assists with activities.
C. No volunteer assists with activities.
D. At least one volunteer signs up for the event, but nothing about assists with activities."
generated_v4style_300_190_1,190,1,Yes,False,universal,ReceivesCommunityAward,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every volunteer receives a community award."
generated_v4style_300_191_0,191,0,A,True,mc,LogsServiceHours,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every volunteer logs service hours.
B. No volunteer logs service hours.
C. Only some volunteers logs service hours.
D. The premises do not support any conclusion about logsing."
generated_v4style_300_191_1,191,1,Yes,False,universal,AssistsWithActivities,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,"According to the premises, is the following statement true? Every volunteer assists with activities."
generated_v4style_300_192_0,192,0,No,False,existential,CatalogsNewBooks,1.0,False,False,VERB_AGREEMENT_ODD,E1_FORALL_NEG_NOT_EXISTS,Does at least one librarian catalogs new books?
generated_v4style_300_192_1,192,1,Yes,False,universal,CompletesInventory,0.5,False,False,UNNATURAL_QUESTION_GRAMMAR,UNIVERSAL_FORWARD_CHAIN,Do all librarians inventory?
generated_v4style_300_193_0,193,0,Yes,False,universal,ReceivesClearance,1.0,False,False,,UNIVERSAL_FORWARD_CHAIN,Do all employees receives security clearance?
generated_v4style_300_193_1,193,1,Unknown,False,universal,HandlesClientAccounts,1.0,False,False,,UNKNOWN_UNSUPPORTED_OR_AMBIGUOUS,Do all employees handles client accounts?
generated_v4style_300_194_0,194,0,C,True,mc,DeliversLectures,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which statement can be inferred?
A. Every teacher prepares the curriculum.
B. At least one teacher delivers the lectures.
C. No teacher prepares the curriculum.
D. Some teachers grades the assignments."
generated_v4style_300_194_1,194,1,No,False,existential,DeliversLectures,1.0,False,False,,E1_FORALL_NEG_NOT_EXISTS,"According to the premises, is the following statement true? At least one teacher delivers the lectures."
generated_v4style_300_195_0,195,0,A,True,mc,JoinsTeam,1.0,False,False,,MC_OPTION_PROOF_ANALYSIS,"Based on the premises, which conclusion follows?
A. At least one intern receives mentor feedback.
B. Every intern receives mentor feedback.
C. No intern receives mentor feedback.
D. At least one intern joins the team, but nothing about receives mentor feedback."
