sample_id,q_idx,type,gold,qwen,z3,final,ok,qwen_ok,z3_ok,z3_used,qwen_z3_agree,qwen_conf,z3_conf,z3_grounded,z3_def,z3_source,question
174,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? No trainee completes the workshop."
175,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all researchers conducts experiments?
175,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,0.0,0.0,0,yn,Do all researchers presents at a conference?
176,0,mc,NA,B,B,B,,,,True,True,0.6,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. At least one volunteer signs up for the event. B. No volunteer signs up for the event. C. Every volunteer assists with activities. D. At least one volunteer assists with activities."
176,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.4,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every volunteer logs service hours."
177,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every participant passes the certification exam. B. No participant passes the certification exam. C. Only some participants passes the certification exam. D. The premises do not support any conclusion about passesing."
177,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every participant finishes all modules."
178,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all librarians notifies patrons?
178,1,yes_no,NA,Yes,No,No,,,,True,False,0.8,1.0,1.0,1,yn,Does at least one librarian processes reservations?
179,0,mc,NA,A,Unknown,A,,,,False,False,0.6,0.0,0.0,0,mc,"Based on the premises, which statement can be inferred? A. Every employee attends compliance training. B. At least one employee passes the compliance quiz. C. No employee attends compliance training. D. Some employees receives security clearance."
179,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one employee passes the compliance quiz."
180,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all teachers curriculum?
180,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,1.0,1.0,1.0,1,yn,Do all teachers assignments?
181,0,mc,NA,D,Unknown,D,,,,False,False,0.6,1.0,1.0,0,mc,"Based on the premises, which statement is correct? A. No teacher delivers the lectures. B. Every teacher delivers the lectures. C. At least one teacher delivers the lectures. D. It cannot be determined whether any teacher delivers the lectures."
181,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.4,1.0,0.2,0,yn,"According to the premises, is the following statement true? No teacher delivers the lectures."
182,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,1.0,0.0,0.0,0,yn,Do all students coursework?
182,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,1.0,1.0,0.8,0,yn,Do all students earns course credit?
183,0,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,Does at least one participant program?
183,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,1.0,1.0,1,yn,Do all participants obtains a professional license?
184,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all researchers conducts experiments?
184,1,yes_no,NA,Unknown,No,No,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one researcher data?
185,0,yes_no,NA,Unknown,Yes,Yes,,,,True,False,1.0,1.0,1.0,1,yn,Do all trainees seminar?
185,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all trainees submits a portfolio?
186,0,mc,NA,A,Unknown,A,,,,False,False,0.6,1.0,1.0,0,mc,"Based on the premises, which statement is correct? A. No student understands the concepts. B. Every student understands the concepts. C. At least one student understands the concepts. D. It cannot be determined whether any student understands the concepts."
186,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.6,1.0,0.8,0,yn,"According to the premises, is the following statement true? No student understands the concepts."
187,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students earns course credit?
187,1,yes_no,NA,No,No,No,,,,True,True,1.0,1.0,1.0,1,yn,Does at least one student degree?
188,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one student solves the problems. B. Every student solves the problems. C. No student solves the problems. D. At least one student studies regularly, but nothing about solves the problems."
188,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every student receives honors."
189,0,mc,NA,B,Unknown,B,,,,False,False,1.0,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. Every researcher writes a research proposal. B. It cannot be determined whether every researcher writes a research proposal. C. No researcher writes a research proposal. D. Every researcher who conducts experiments must writes."
189,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a researcher conducts experiments, then the researcher writes a research proposal."
190,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one volunteer assists with activities. B. Every volunteer assists with activities. C. No volunteer assists with activities. D. At least one volunteer signs up for the event, but nothing about assists with activities."
190,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every volunteer receives a community award."
191,0,mc,NA,A,Unknown,A,,,,False,False,1.0,0.0,0.0,0,mc,"Based on the premises, which statement can be inferred? A. Every volunteer logs service hours. B. No volunteer logs service hours. C. Only some volunteers logs service hours. D. The premises do not support any conclusion about logsing."
191,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every volunteer assists with activities."
192,0,yes_no,NA,No,No,No,,,,True,True,1.0,1.0,1.0,1,yn,Does at least one librarian catalogs new books?
192,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.4,1.0,1.0,1,yn,Do all librarians inventory?
193,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all employees receives security clearance?
193,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.4,0.0,0.0,0,yn,Do all employees handles client accounts?
194,0,mc,NA,C,Unknown,C,,,,False,False,0.6,0.0,0.0,0,mc,"Based on the premises, which statement can be inferred? A. Every teacher prepares the curriculum. B. At least one teacher delivers the lectures. C. No teacher prepares the curriculum. D. Some teachers grades the assignments."
194,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one teacher delivers the lectures."
195,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one intern receives mentor feedback. B. Every intern receives mentor feedback. C. No intern receives mentor feedback. D. At least one intern joins the team, but nothing about receives mentor feedback."
195,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every intern gets a return offer."
196,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,1.0,0.0,0.0,0,yn,Do all mentors schedules a session?
196,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,0.0,0.0,0,yn,Do all mentors provides feedback?
197,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all librarians notifies patrons?
197,1,yes_no,NA,Yes,No,No,,,,True,False,0.4,1.0,1.0,1,yn,Does at least one librarian processes reservations?
198,0,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one librarian catalogs new books?
198,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.4,1.0,1.0,1,yn,Do all librarians inventory?
199,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all candidates interview?
199,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.8,1.0,1.0,1,yn,Do all candidates position?
200,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students lab component?
200,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,0.8,1.0,1,yn,Does at least one student graduation requirement?
201,0,mc,NA,B,Unknown,B,,,,False,False,1.0,1.0,0.2,0,mc,"Based on the premises, which statement is correct? A. Every intern joins the team. B. It cannot be determined whether every intern joins the team. C. No intern joins the team. D. Every intern who receives mentor feedback must joins."
201,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? If an intern receives mentor feedback, then the intern joins the team."
202,0,mc,NA,B,Unknown,B,,,,False,False,0.8,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. Every researcher reads the literature. B. It cannot be determined whether every researcher reads the literature. C. No researcher reads the literature. D. Every researcher who designs a study must reads."
202,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,1.0,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a researcher designs a study, then the researcher reads the literature."
203,0,yes_no,NA,No,Unknown,No,,,,False,False,0.6,0.0,0.0,0,yn,Do all students exam?
203,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all students reviews mistakes?
204,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one employee receives full benefits. B. Every employee receives full benefits. C. No employee receives full benefits. D. At least one employee completes the onboarding program, but nothing about receives full benefits."
204,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every employee leads a project."
205,0,mc,NA,C,C,C,,,,True,True,0.8,1.0,0.6,1,mc,"Based on the premises, which statement can be inferred? A. Every student registers for the exam. B. At least one student takes a practice test. C. No student registers for the exam. D. Some students reviews mistakes."
205,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one student takes a practice test."
206,0,yes_no,NA,No,No,No,,,,True,True,0.8,1.0,1.0,1,yn,Does at least one volunteer event?
206,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all volunteers receives a community award?
207,0,mc,NA,B,B,B,,,,True,True,0.8,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. At least one student registers for the exam. B. No student registers for the exam. C. Every student reviews mistakes. D. At least one student reviews mistakes."
207,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.4,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every student improves technique."
208,0,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,Does at least one student study group?
208,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,1.0,1.0,1,yn,Do all students teamwork requirement?
209,0,mc,NA,B,B,B,,,,True,True,0.6,1.0,0.4,1,mc,"Based on the premises, which statement can be inferred? A. At least one developer writes the code. B. No developer writes the code. C. Every developer passes the code review. D. At least one developer passes the code review."
209,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every developer merges the branch."
210,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all researchers conducts experiments?
210,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,1.0,0.0,0.0,0,yn,Do all researchers presents at a conference?
211,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students submits all assignments?
211,1,yes_no,NA,Yes,No,No,,,,True,False,0.8,1.0,1.0,1,yn,Does at least one student achieves a high GPA?
212,0,mc,NA,C,C,C,,,,True,True,0.4,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every student completes the coursework. B. At least one student passes the final exam. C. No student completes the coursework. D. Some students earns course credit."
212,1,yes_no,NA,No,No,No,,,,True,True,0.8,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one student passes the final exam."
213,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all analysts requirements?
213,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all analysts builds a model?
214,0,mc,NA,Unknown,C,Unknown,,,,False,False,0.4,1.0,0.4,1,mc,"Based on the premises, which statement can be inferred? A. Every participant registers for the program. B. At least one participant completes the orientation. C. No participant registers for the program. D. Some participants finishes all modules."
214,1,yes_no,NA,Yes,No,No,,,,True,False,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one participant completes the orientation."
215,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one employee receives security clearance. B. Every employee receives security clearance. C. No employee receives security clearance. D. At least one employee attends compliance training, but nothing about receives security clearance."
215,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every employee handles client accounts."
216,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one librarian notifies patrons. B. Every librarian notifies patrons. C. No librarian notifies patrons. D. At least one librarian catalogs new books, but nothing about notifies patrons."
216,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every librarian completes the inventory."
217,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,0.8,1,yn,Do all librarians notifies patrons?
217,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.4,1.0,1.0,1,yn,Do all librarians inventory?
218,0,mc,NA,B,Unknown,B,,,,False,False,1.0,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. Every employee attends compliance training. B. It cannot be determined whether every employee attends compliance training. C. No employee attends compliance training. D. Every employee who receives security clearance must attends."
218,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,1.0,1.0,1.0,0,yn,"According to the premises, is the following statement true? If an employee receives security clearance, then the employee attends compliance training."
219,0,mc,NA,B,Unknown,B,,,,False,False,0.8,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. Every analyst gathers the requirements. B. It cannot be determined whether every analyst gathers the requirements. C. No analyst gathers the requirements. D. Every analyst who builds a model must gathers."
219,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? If an analyst builds a model, then the analyst gathers the requirements."
220,0,mc,NA,C,Unknown,C,,,,False,False,0.6,0.0,0.0,0,mc,"Based on the premises, which statement can be inferred? A. Every student studies regularly. B. At least one student understands the concepts. C. No student studies regularly. D. Some students solves the problems."
220,1,yes_no,NA,No,No,No,,,,True,True,0.4,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one student understands the concepts."
221,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students earns course credit?
221,1,yes_no,NA,Unknown,Yes,Unknown,,,,False,False,0.8,0.5,0.8,1,yn,Do all students university?
222,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.75,0.8,0,yn,Do all employees onboarding program?
222,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,1.0,1.0,0,yn,Do all employees receives full benefits?
223,0,yes_no,NA,No,No,No,,,,True,True,0.8,1.0,1.0,1,yn,Does at least one trainee seminar?
223,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,1.0,1.0,1,yn,Do all trainees professional body?
224,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students group project?
224,1,yes_no,NA,Yes,No,No,,,,True,False,0.8,1.0,1.0,1,yn,Does at least one student group grade?
225,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all employees receives security clearance?
225,1,yes_no,NA,No,No,No,,,,True,True,1.0,1.0,1.0,1,yn,Does at least one employee accesses sensitive data?
226,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all students lab component?
226,1,yes_no,NA,Yes,No,No,,,,True,False,0.8,0.6,1.0,1,yn,Does at least one student graduation requirement?
227,0,mc,NA,A,A,A,,,,True,True,0.8,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one researcher conducts experiments. B. Every researcher conducts experiments. C. No researcher conducts experiments. D. At least one researcher writes a research proposal, but nothing about conducts experiments."
227,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,1.0,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every researcher presents at a conference."
228,0,mc,NA,Unknown,B,B,,,,True,False,0.8,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. At least one student enrolls in the course. B. No student enrolls in the course. C. Every student submits all assignments. D. At least one student submits all assignments."
228,1,yes_no,NA,No,Unknown,No,,,,False,False,0.8,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every student achieves a high GPA."
229,0,mc,NA,D,Unknown,D,,,,False,False,0.6,0.0,0.0,0,mc,"Based on the premises, which statement is correct? A. No developer runs the unit tests. B. Every developer runs the unit tests. C. At least one developer runs the unit tests. D. It cannot be determined whether any developer runs the unit tests."
229,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.6,0.0,0.0,0,yn,"According to the premises, is the following statement true? No developer runs the unit tests."
230,0,yes_no,NA,No,Unknown,No,,,,False,False,1.0,0.0,0.0,0,yn,Do all researchers literature?
230,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,0.0,0.0,0,yn,Do all researchers designs a study?
231,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every student receives the group grade. B. No student receives the group grade. C. Only some students receives the group grade. D. The premises do not support any conclusion about receivesing."
231,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every student completes the group project."
232,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students submits all assignments?
232,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,1.0,1.0,0.2,0,yn,Do all students receives a scholarship?
233,0,yes_no,NA,Yes,No,No,,,,True,False,0.4,1.0,1.0,1,yn,Does at least one student studies regularly?
233,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.6,1.0,1.0,1,yn,Do all students receives honors?
234,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every student improves technique. B. No student improves technique. C. Only some students improves technique. D. The premises do not support any conclusion about improvesing."
234,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every student reviews mistakes."
235,0,yes_no,NA,No,No,No,,,,True,True,1.0,1.0,1.0,1,yn,Does at least one mentor schedules a session?
235,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all mentors tracks progress?
236,0,mc,NA,C,C,C,,,,True,True,0.8,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every candidate submits the application. B. At least one candidate passes the written test. C. No candidate submits the application. D. Some candidates clears the interview."
236,1,yes_no,NA,Yes,No,No,,,,True,False,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one candidate passes the written test."
237,0,yes_no,NA,No,No,No,,,,True,True,0.8,0.8,1.0,1,yn,Does at least one student lab work?
237,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.8,1.0,1.0,1,yn,Do all students diploma?
238,0,mc,NA,B,Unknown,B,,,,False,False,0.6,1.0,1.0,0,mc,"Based on the premises, which statement is correct? A. Every student registers for the exam. B. It cannot be determined whether every student registers for the exam. C. No student registers for the exam. D. Every student who reviews mistakes must registers."
238,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a student reviews mistakes, then the student registers for the exam."
239,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all interns receives mentor feedback?
239,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.6,1.0,1.0,1,yn,Do all interns gets a return offer?
240,0,mc,NA,C,C,C,,,,True,True,0.8,1.0,0.6,1,mc,"Based on the premises, which statement can be inferred? A. Every intern joins the team. B. At least one intern completes the assigned task. C. No intern joins the team. D. Some interns receives mentor feedback."
240,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one intern completes the assigned task."
241,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all librarians notifies patrons?
241,1,yes_no,NA,Yes,No,No,,,,True,False,0.4,1.0,1.0,1,yn,Does at least one librarian processes reservations?
242,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students group project?
242,1,yes_no,NA,Yes,No,No,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one student group grade?
243,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every teacher submits the grade report. B. No teacher submits the grade report. C. Only some teachers submits the grade report. D. The premises do not support any conclusion about submitsing."
243,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every teacher grades the assignments."
244,0,yes_no,NA,No,No,No,,,,True,True,1.0,0.8,1.0,1,yn,Does at least one mentor schedules a session?
244,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.4,1.0,1.0,1,yn,Do all mentors tracks progress?
245,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all students group project?
245,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,0.0,0.0,0,yn,Do all students teamwork requirement?
246,0,mc,NA,C,C,C,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every trainee attends the seminar. B. At least one trainee completes the workshop. C. No trainee attends the seminar. D. Some trainees submits a portfolio."
246,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one trainee completes the workshop."
247,0,mc,NA,B,B,B,,,,True,True,0.6,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. At least one student studies regularly. B. No student studies regularly. C. Every student solves the problems. D. At least one student solves the problems."
247,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,0.0,0.0,0,yn,"According to the premises, is the following statement true? Every student performs well on the exam."
248,0,mc,NA,B,Unknown,B,,,,False,False,1.0,1.0,1.0,0,mc,"Based on the premises, which statement is correct? A. Every trainee attends the seminar. B. It cannot be determined whether every trainee attends the seminar. C. No trainee attends the seminar. D. Every trainee who submits a portfolio must attends."
248,1,yes_no,NA,Yes,Unknown,Yes,,,,False,False,0.6,1.0,1.0,0,yn,"According to the premises, is the following statement true? If a trainee submits a portfolio, then the trainee attends the seminar."
249,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all mentors provides feedback?
249,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,0.0,0.0,0,yn,Do all mentors tracks progress?
250,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all interns receives mentor feedback?
250,1,yes_no,NA,Unknown,No,No,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one intern internship report?
251,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,1.0,1.0,1,yn,Do all teachers assignments?
251,1,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,Does at least one teacher grade report?
252,0,mc,NA,B,B,B,,,,True,True,0.6,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. At least one candidate submits the application. B. No candidate submits the application. C. Every candidate clears the interview. D. At least one candidate clears the interview."
252,1,yes_no,NA,No,Unknown,No,,,,False,False,0.8,0.6,1.0,0,yn,"According to the premises, is the following statement true? Every candidate receives an offer."
253,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.4,1.0,1.0,1,yn,Do all mentors provides feedback?
253,1,yes_no,NA,No,No,No,,,,True,True,0.4,1.0,1.0,1,yn,Does at least one mentor sets development goals?
254,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all analysts builds a model?
254,1,yes_no,NA,No,Yes,Yes,,,,True,False,0.8,0.6,1.0,1,yn,Does at least one analyst results?
255,0,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.6,0.0,0.0,0,yn,Do all developers code?
255,1,yes_no,NA,Unknown,Unknown,Unknown,,,,False,True,0.8,0.0,0.0,0,yn,Do all developers code review?
256,0,mc,NA,C,C,C,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every employee completes the onboarding program. B. At least one employee passes the probation period. C. No employee completes the onboarding program. D. Some employees receives full benefits."
256,1,yes_no,NA,Yes,No,No,,,,True,False,0.4,1.0,1.0,1,yn,"According to the premises, is the following statement true? At least one employee passes the probation period."
257,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which statement can be inferred? A. Every student achieves a high GPA. B. No student achieves a high GPA. C. Only some students achieves a high GPA. D. The premises do not support any conclusion about achievesing."
257,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every student submits all assignments."
258,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one teacher grades the assignments. B. Every teacher grades the assignments. C. No teacher grades the assignments. D. At least one teacher prepares the curriculum, but nothing about grades the assignments."
258,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.4,1.0,1.0,1,yn,"According to the premises, is the following statement true? Every teacher completes the academic term."
259,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all librarians notifies patrons?
259,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.6,1.0,1.0,1,yn,Do all librarians inventory?
260,0,yes_no,NA,Unknown,No,No,,,,True,False,0.6,1.0,1.0,1,yn,Does at least one student exam?
260,1,yes_no,NA,Unknown,Yes,Yes,,,,True,False,0.6,1.0,1.0,1,yn,Do all students threshold?
261,0,mc,NA,A,A,A,,,,True,True,1.0,1.0,1.0,1,mc,"Based on the premises, which conclusion follows? A. At least one analyst builds a model. B. Every analyst builds a model. C. No analyst builds a model. D. At least one analyst gathers the requirements, but nothing about builds a model."
261,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,0.6,1,yn,"According to the premises, is the following statement true? Every analyst delivers the report."
262,0,yes_no,NA,No,No,No,,,,True,True,0.6,1.0,1.0,1,yn,Does at least one developer code?
262,1,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.6,1.0,1.0,1,yn,Do all developers deploys to production?
263,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students reviews mistakes?
263,1,yes_no,NA,Yes,No,No,,,,True,False,0.8,1.0,1.0,1,yn,Does at least one student improves technique?
264,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,0.8,1.0,1.0,1,yn,Do all interns receives mentor feedback?
264,1,yes_no,NA,No,No,No,,,,True,True,0.8,1.0,1.0,1,yn,Does at least one intern internship report?
265,0,yes_no,NA,Yes,Yes,Yes,,,,True,True,1.0,1.0,1.0,1,yn,Do all students submits all assignments?
265,1,yes_no,NA,No,Unknown,No,,,,False,False,0.6,0.0,0.0,0,yn,Do all students receives a scholarship?
